logtype	measures	testIndex	trainP	trainR	trainF	trainT	testP	testR	testF	testT	linkspec	dataset
log	jaccard	0	0.0	0.0	0.0	1112.0	0.8536585365853658	0.19143117593436645	0.3127326880119136	2.0	"OR(OR(jaccard(x.name,y.name)|0.60,jaccard(x.name,y.description)|0.60)|0,jaccard(x.description,y.name)|0.60)|0"	ABTBUY
log	jarowinkler	0	0.0	0.0	0.0	1441.0	0.7369439071566731	0.3473108477666363	0.47211895910780666	1.0	"OR(OR(OR(OR(jarowinkler(x.name,y.name)|0.83,jarowinkler(x.name,y.description)|0.83)|0,jarowinkler(x.description,y.name)|0.83)|0,jarowinkler(x.description,y.description)|0.83)|0,jarowinkler(x.price,y.description)|0.83)|0"	ABTBUY
log	jaro	0	0.0	0.0	0.0	260.0	0.6495575221238938	0.33454876937101186	0.4416365824308063	2.0	"OR(DIFF(DIFF(jaro(x.name,y.name)|0.70,jaro(x.name,y.description)|0.70)|0,jaro(x.description,y.description)|0.70)|0,jaro(x.price,y.description)|0.60)|0"	ABTBUY
log	soundex	0	0.0	0.0	0.0	1641.0	0.07340770061173084	0.18596171376481313	0.10526315789473684	3.0	"DIFF(soundex(x.description,y.name)|1.00,soundex(x.price,y.price)|1.00)|0"	ABTBUY
log	mongeelkan	0	0.0	0.0	0.0	1806.0	0.9246935201401051	0.4813126709206928	0.6330935251798561	1.0	"DIFF(DIFF(OR(mongeelkan(x.name,y.name)|0.70,mongeelkan(x.description,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0"	ABTBUY
log	levenstein	0	0.0	0.0	0.0	754.0	1.0	0.009115770282588878	0.018066847335140017	0.0	"levenstein(x.name,y.name)|1.00"	ABTBUY
log	ratcliffobershelp	0	0.0	0.0	0.0	1479.0	0.7879464285714286	0.3217866909753874	0.456957928802589	1.0	"OR(OR(OR(OR(ratcliffobershelp(x.name,y.name)|0.60,ratcliffobershelp(x.price,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,ratcliffobershelp(x.name,y.description)|0.60)|0"	ABTBUY
log	trigrams	0	0.0	0.0	0.0	1167.0	0.7201210287443268	0.43391066545123064	0.5415244596131968	1.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0,trigrams(x.price,y.description)|0.60)|0"	ABTBUY
log	exactmatch	0	0.0	0.0	0.0	751.0	1.0	0.009115770282588878	0.018066847335140017	0.0	"exactmatch(x.name,y.name)|1.00"	ABTBUY
best	mongeelkan	0	0.0	0.0	0.0	1806.0	0.9246935201401051	0.4813126709206928	0.6330935251798561	1.0	"DIFF(DIFF(OR(mongeelkan(x.name,y.name)|0.70,mongeelkan(x.description,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0"	ABTBUY
log	mongeelkan,jaccard	0	0.0	0.0	0.0	3687.0	0.9226804123711341	0.48951686417502277	0.6396664681357952	2.0	"OR(DIFF(OR(DIFF(OR(OR(mongeelkan(x.name,y.name)|0.70,mongeelkan(x.description,y.description)|0.60)|0,jaccard(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,jaccard(x.description,y.name)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,jaccard(x.name,y.description)|0.60)|0"	ABTBUY
log	mongeelkan,jarowinkler	0	0.0	0.0	0.0	3294.0	0.7340823970037453	0.35733819507748404	0.48068669527896996	1.0	"OR(OR(OR(OR(OR(jarowinkler(x.name,y.name)|0.83,mongeelkan(x.description,y.name)|0.60)|0,jarowinkler(x.name,y.description)|0.83)|0,jarowinkler(x.description,y.description)|0.83)|0,jarowinkler(x.price,y.description)|0.83)|0,jarowinkler(x.description,y.name)|0.83)|0"	ABTBUY
log	mongeelkan,jaro	0	0.0	0.0	0.0	3094.0	0.6191335740072202	0.31267092069279856	0.4155057540884313	2.0	"DIFF(DIFF(OR(DIFF(DIFF(OR(DIFF(DIFF(OR(jaro(x.name,y.name)|0.70,mongeelkan(x.description,y.name)|0.60)|0,mongeelkan(x.name,y.description)|0.60)|0,jaro(x.name,y.description)|0.70)|0,mongeelkan(x.description,y.name)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,jaro(x.price,y.description)|0.60)|0,jaro(x.description,y.description)|0.70)|0,jaro(x.name,y.description)|0.70)|0"	ABTBUY
log	mongeelkan,soundex	0	0.0	0.0	0.0	3601.0	0.9246935201401051	0.4813126709206928	0.6330935251798561	1.0	"DIFF(DIFF(OR(mongeelkan(x.name,y.name)|0.70,mongeelkan(x.description,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0"	ABTBUY
log	mongeelkan,levenstein	0	0.0	0.0	0.0	2554.0	0.9246935201401051	0.4813126709206928	0.6330935251798561	1.0	"DIFF(DIFF(OR(mongeelkan(x.name,y.name)|0.70,mongeelkan(x.description,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0"	ABTBUY
log	mongeelkan,ratcliffobershelp	0	0.0	0.0	0.0	3834.0	0.8901303538175046	0.4357338195077484	0.5850673194614443	1.0	"DIFF(DIFF(OR(OR(DIFF(OR(mongeelkan(x.name,y.name)|0.70,ratcliffobershelp(x.price,y.description)|0.60)|0,mongeelkan(x.description,y.name)|0.60)|0,mongeelkan(x.description,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0"	ABTBUY
log	mongeelkan,trigrams	0	0.0	0.0	0.0	4041.0	0.9061032863849765	0.5278030993618961	0.6670506912442397	2.0	"OR(OR(DIFF(OR(OR(mongeelkan(x.name,y.name)|0.70,trigrams(x.name,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0,trigrams(x.price,y.description)|0.60)|0"	ABTBUY
log	mongeelkan,exactmatch	0	0.0	0.0	0.0	2559.0	0.9246935201401051	0.4813126709206928	0.6330935251798561	1.0	"DIFF(DIFF(OR(mongeelkan(x.name,y.name)|0.70,mongeelkan(x.description,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0"	ABTBUY
best	mongeelkan,trigrams	0	0.0	0.0	0.0	4041.0	0.9061032863849765	0.5278030993618961	0.6670506912442397	2.0	"OR(OR(DIFF(OR(OR(mongeelkan(x.name,y.name)|0.70,trigrams(x.name,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0,trigrams(x.price,y.description)|0.60)|0"	ABTBUY
log	mongeelkan,trigrams,jaccard	0	0.0	0.0	0.0	4924.0	0.9061032863849765	0.5278030993618961	0.6670506912442397	2.0	"OR(OR(DIFF(OR(OR(mongeelkan(x.name,y.name)|0.70,trigrams(x.name,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0,trigrams(x.price,y.description)|0.60)|0"	ABTBUY
log	mongeelkan,trigrams,jarowinkler	0	0.0	0.0	0.0	7188.0	0.7577235772357723	0.4247948951686418	0.544392523364486	1.0	"OR(DIFF(OR(DIFF(OR(OR(OR(OR(OR(jarowinkler(x.name,y.name)|0.83,trigrams(x.name,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,jarowinkler(x.description,y.name)|0.83)|0,jarowinkler(x.description,y.description)|0.83)|0,trigrams(x.description,y.name)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,trigrams(x.price,y.description)|0.60)|0,trigrams(x.description,y.description)|0.60)|0,jarowinkler(x.name,y.name)|0.83)|0"	ABTBUY
log	mongeelkan,trigrams,jaro	0	0.0	0.0	0.0	9146.0	0.350293542074364	0.16317228805834094	0.22263681592039802	2.0	"DIFF(DIFF(DIFF(OR(OR(OR(DIFF(OR(DIFF(DIFF(OR(DIFF(OR(OR(DIFF(OR(OR(jaro(x.name,y.name)|0.70,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.description,y.name)|0.60)|0,trigrams(x.name,y.name)|0.60)|0,mongeelkan(x.description,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,jaro(x.description,y.description)|0.70)|0,jaro(x.price,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.description,y.description)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,jaro(x.price,y.description)|0.60)|0,mongeelkan(x.description,y.name)|0.60)|0,trigrams(x.description,y.name)|0.60)|0,trigrams(x.price,y.description)|0.60)|0,trigrams(x.description,y.description)|0.60)|0,jaro(x.description,y.description)|0.70)|0"	ABTBUY
log	mongeelkan,trigrams,soundex	0	0.0	0.0	0.0	7450.0	0.9061032863849765	0.5278030993618961	0.6670506912442397	2.0	"OR(OR(DIFF(OR(OR(mongeelkan(x.name,y.name)|0.70,trigrams(x.name,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0,trigrams(x.price,y.description)|0.60)|0"	ABTBUY
log	mongeelkan,trigrams,levenstein	0	0.0	0.0	0.0	4917.0	0.9061032863849765	0.5278030993618961	0.6670506912442397	2.0	"OR(OR(DIFF(OR(OR(mongeelkan(x.name,y.name)|0.70,trigrams(x.name,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0,trigrams(x.price,y.description)|0.60)|0"	ABTBUY
log	mongeelkan,trigrams,ratcliffobershelp	0	0.0	0.0	0.0	8639.0	0.8826446280991735	0.48678213309024615	0.627497062279671	1.0	"OR(DIFF(OR(OR(DIFF(DIFF(OR(OR(DIFF(OR(OR(mongeelkan(x.name,y.name)|0.70,trigrams(x.name,y.name)|0.60)|0,ratcliffobershelp(x.price,y.description)|0.60)|0,mongeelkan(x.description,y.name)|0.60)|0,trigrams(x.name,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0,trigrams(x.price,y.description)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	mongeelkan,trigrams,exactmatch	0	0.0	0.0	0.0	4910.0	0.9061032863849765	0.5278030993618961	0.6670506912442397	2.0	"OR(OR(DIFF(OR(OR(mongeelkan(x.name,y.name)|0.70,trigrams(x.name,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0,trigrams(x.price,y.description)|0.60)|0"	ABTBUY
log	jaccard	0	0.0	0.0	0.0	938.0	0.8916562889165629	0.9658273381294964	0.9272609540254695	8.0	"jaccard(x.title,y.title)|0.60"	DBLPACM
log	jarowinkler	0	0.0	0.0	0.0	1021.0	0.8917224080267558	0.9590827338129496	0.9241767764298092	7.0	"OR(OR(jarowinkler(x.title,y.title)|0.91,jarowinkler(x.title,y.authors)|0.83)|0,jarowinkler(x.authors,y.title)|0.83)|0"	DBLPACM
log	jaro	0	0.0	0.0	0.0	964.0	0.8916598528209322	0.9806654676258992	0.9340471092077088	6.0	"jaro(x.title,y.title)|0.80"	DBLPACM
log	soundex	0	0.0	0.0	0.0	466.0	0.33874239350912777	0.9761690647482014	0.5029537819993051	11.0	"DIFF(soundex(x.title,y.title)|1.00,soundex(x.venue,y.title)|0.75)|0"	DBLPACM
log	mongeelkan	0	0.0	0.0	0.0	1252.0	0.8662861801875255	0.9554856115107914	0.9087021595039555	3.0	"mongeelkan(x.title,y.title)|0.90"	DBLPACM
log	levenstein	0	0.0	0.0	0.0	154.0	0.8854307622913847	0.8826438848920863	0.8840351272235982	3.0	"levenstein(x.title,y.title)|1.00"	DBLPACM
log	ratcliffobershelp	0	0.0	0.0	0.0	837.0	0.8919368246051538	0.9649280575539568	0.9269978401727862	4.0	"ratcliffobershelp(x.title,y.title)|0.80"	DBLPACM
log	trigrams	0	0.0	0.0	0.0	958.0	0.8921810699588477	0.9748201438848921	0.9316716802750323	4.0	"OR(OR(trigrams(x.title,y.title)|0.70,trigrams(x.authors,y.title)|0.60)|0,trigrams(x.title,y.authors)|0.60)|0"	DBLPACM
log	exactmatch	0	0.0	0.0	0.0	155.0	0.8854307622913847	0.8826438848920863	0.8840351272235982	2.0	"exactmatch(x.title,y.title)|1.00"	DBLPACM
best	jaro	0	0.0	0.0	0.0	964.0	0.8916598528209322	0.9806654676258992	0.9340471092077088	6.0	"jaro(x.title,y.title)|0.80"	DBLPACM
log	jaro,jaccard	0	0.0	0.0	0.0	1773.0	0.8916938110749185	0.9847122302158273	0.935897435897436	2.0	"OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0"	DBLPACM
log	jaro,jarowinkler	0	0.0	0.0	0.0	3411.0	0.8916598528209322	0.9806654676258992	0.9340471092077088	2.0	"OR(OR(jaro(x.title,y.title)|0.80,jarowinkler(x.title,y.authors)|0.83)|0,jarowinkler(x.authors,y.title)|0.83)|0"	DBLPACM
log	jaro,soundex	0	0.0	0.0	0.0	3119.0	0.8916598528209322	0.9806654676258992	0.9340471092077088	6.0	"jaro(x.title,y.title)|0.80"	DBLPACM
log	jaro,mongeelkan	0	0.0	0.0	0.0	3057.0	0.8916598528209322	0.9806654676258992	0.9340471092077088	6.0	"jaro(x.title,y.title)|0.80"	DBLPACM
log	jaro,levenstein	0	0.0	0.0	0.0	1735.0	0.8916598528209322	0.9806654676258992	0.9340471092077088	6.0	"jaro(x.title,y.title)|0.80"	DBLPACM
log	jaro,ratcliffobershelp	0	0.0	0.0	0.0	1809.0	0.8919249592169658	0.983363309352518	0.935414884516681	1.0	"OR(jaro(x.title,y.title)|0.80,ratcliffobershelp(x.title,y.title)|0.80)|0"	DBLPACM
log	jaro,trigrams	0	0.0	0.0	0.0	3343.0	0.8921810699588477	0.9748201438848921	0.9316716802750323	2.0	"OR(OR(trigrams(x.title,y.title)|0.70,trigrams(x.authors,y.title)|0.60)|0,trigrams(x.title,y.authors)|0.60)|0"	DBLPACM
log	jaro,exactmatch	0	0.0	0.0	0.0	1290.0	0.8916598528209322	0.9806654676258992	0.9340471092077088	6.0	"jaro(x.title,y.title)|0.80"	DBLPACM
best	jaro,jaccard	0	0.0	0.0	0.0	1773.0	0.8916938110749185	0.9847122302158273	0.935897435897436	2.0	"OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0"	DBLPACM
log	jaro,jaccard,jarowinkler	0	0.0	0.0	0.0	4035.0	0.8916938110749185	0.9847122302158273	0.935897435897436	2.0	"OR(OR(OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0,jarowinkler(x.title,y.authors)|0.83)|0,jarowinkler(x.authors,y.title)|0.83)|0"	DBLPACM
log	jaro,jaccard,soundex	0	0.0	0.0	0.0	2059.0	0.8916938110749185	0.9847122302158273	0.935897435897436	2.0	"OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0"	DBLPACM
log	jaro,jaccard,mongeelkan	0	0.0	0.0	0.0	2983.0	0.8916938110749185	0.9847122302158273	0.935897435897436	2.0	"OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0"	DBLPACM
log	jaro,jaccard,levenstein	0	0.0	0.0	0.0	1888.0	0.8916938110749185	0.9847122302158273	0.935897435897436	2.0	"OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0"	DBLPACM
log	jaro,jaccard,ratcliffobershelp	0	0.0	0.0	0.0	3065.0	0.8917819365337672	0.9856115107913669	0.9363519863306279	2.0	"OR(OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0,ratcliffobershelp(x.title,y.title)|0.80)|0"	DBLPACM
log	jaro,jaccard,trigrams	0	0.0	0.0	0.0	2979.0	0.8921810699588477	0.9748201438848921	0.9316716802750323	2.0	"OR(OR(trigrams(x.title,y.title)|0.70,trigrams(x.authors,y.title)|0.60)|0,trigrams(x.title,y.authors)|0.60)|0"	DBLPACM
log	jaro,jaccard,exactmatch	0	0.0	0.0	0.0	2439.0	0.8916938110749185	0.9847122302158273	0.935897435897436	2.0	"OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0"	DBLPACM
best	jaro,jaccard,ratcliffobershelp	0	0.0	0.0	0.0	3065.0	0.8917819365337672	0.9856115107913669	0.9363519863306279	2.0	"OR(OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0,ratcliffobershelp(x.title,y.title)|0.80)|0"	DBLPACM
log	jaro,jaccard,ratcliffobershelp,jarowinkler	0	0.0	0.0	0.0	5463.0	0.8917819365337672	0.9856115107913669	0.9363519863306279	1.0	"OR(OR(OR(OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0,jarowinkler(x.title,y.authors)|0.83)|0,jarowinkler(x.authors,y.title)|0.83)|0,ratcliffobershelp(x.title,y.title)|0.80)|0"	DBLPACM
log	jaro,jaccard,ratcliffobershelp,soundex	0	0.0	0.0	0.0	3460.0	0.8917819365337672	0.9856115107913669	0.9363519863306279	2.0	"OR(OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0,ratcliffobershelp(x.title,y.title)|0.80)|0"	DBLPACM
log	jaro,jaccard,ratcliffobershelp,mongeelkan	0	0.0	0.0	0.0	4588.0	0.8917819365337672	0.9856115107913669	0.9363519863306279	2.0	"OR(OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0,ratcliffobershelp(x.title,y.title)|0.80)|0"	DBLPACM
log	jaro,jaccard,ratcliffobershelp,levenstein	0	0.0	0.0	0.0	3324.0	0.8917819365337672	0.9856115107913669	0.9363519863306279	2.0	"OR(OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0,ratcliffobershelp(x.title,y.title)|0.80)|0"	DBLPACM
log	jaro,jaccard,ratcliffobershelp,trigrams	0	0.0	0.0	0.0	4655.0	0.8925348646431501	0.9784172661870504	0.9335049335049336	2.0	"OR(OR(OR(trigrams(x.title,y.title)|0.70,ratcliffobershelp(x.title,y.title)|0.80)|0,trigrams(x.authors,y.title)|0.60)|0,trigrams(x.title,y.authors)|0.60)|0"	DBLPACM
log	jaro,jaccard,ratcliffobershelp,exactmatch	0	0.0	0.0	0.0	3267.0	0.8917819365337672	0.9856115107913669	0.9363519863306279	2.0	"OR(OR(jaro(x.title,y.title)|0.80,jaccard(x.title,y.title)|0.60)|0,ratcliffobershelp(x.title,y.title)|0.80)|0"	DBLPACM
log	jaccard	0	0.0	0.0	0.0	139.0	0.9792060491493384	0.9810606060606061	0.980132450331126	4.0	"jaccard(x.title,y.title)|0.70"	DBPLINKEDMDB
log	jarowinkler	0	0.0	0.0	0.0	87.0	0.9791271347248577	0.9772727272727273	0.9781990521327014	2.0	"jarowinkler(x.title,y.title)|0.97"	DBPLINKEDMDB
log	jaro	0	0.0	0.0	0.0	73.0	0.9791666666666666	0.9791666666666666	0.9791666666666666	3.0	"jaro(x.title,y.title)|0.90"	DBPLINKEDMDB
log	soundex	0	0.0	0.0	0.0	73.0	0.7485714285714286	0.9924242424242424	0.8534201954397393	3.0	"DIFF(soundex(x.title,y.title)|1.00,soundex(x.director,y.title)|0.75)|0"	DBPLINKEDMDB
log	mongeelkan	0	0.0	0.0	0.0	67.0	0.962756052141527	0.9791666666666666	0.9708920187793426	3.0	"mongeelkan(x.title,y.title)|0.90"	DBPLINKEDMDB
log	levenstein	0	0.0	0.0	0.0	60.0	0.9789674952198852	0.9696969696969697	0.9743101807802094	2.0	"levenstein(x.title,y.title)|1.00"	DBPLINKEDMDB
log	ratcliffobershelp	0	0.0	0.0	0.0	61.0	0.9791666666666666	0.9791666666666666	0.9791666666666666	3.0	"ratcliffobershelp(x.title,y.title)|0.90"	DBPLINKEDMDB
log	trigrams	0	0.0	0.0	0.0	62.0	0.9792648444863337	0.9839015151515151	0.9815777042985356	3.0	"trigrams(x.title,y.title)|0.80"	DBPLINKEDMDB
log	exactmatch	0	0.0	0.0	0.0	59.0	0.9789674952198852	0.9696969696969697	0.9743101807802094	2.0	"exactmatch(x.title,y.title)|1.00"	DBPLINKEDMDB
best	trigrams	0	0.0	0.0	0.0	62.0	0.9792648444863337	0.9839015151515151	0.9815777042985356	3.0	"trigrams(x.title,y.title)|0.80"	DBPLINKEDMDB
log	trigrams,jaccard	0	0.0	0.0	0.0	108.0	0.9792648444863337	0.9839015151515151	0.9815777042985356	3.0	"trigrams(x.title,y.title)|0.80"	DBPLINKEDMDB
log	trigrams,jarowinkler	0	0.0	0.0	0.0	108.0	0.9792648444863337	0.9839015151515151	0.9815777042985356	3.0	"trigrams(x.title,y.title)|0.80"	DBPLINKEDMDB
log	trigrams,jaro	0	0.0	0.0	0.0	112.0	0.9792648444863337	0.9839015151515151	0.9815777042985356	3.0	"trigrams(x.title,y.title)|0.80"	DBPLINKEDMDB
log	trigrams,soundex	0	0.0	0.0	0.0	108.0	0.9792648444863337	0.9839015151515151	0.9815777042985356	3.0	"trigrams(x.title,y.title)|0.80"	DBPLINKEDMDB
log	trigrams,mongeelkan	0	0.0	0.0	0.0	106.0	0.9792648444863337	0.9839015151515151	0.9815777042985356	3.0	"trigrams(x.title,y.title)|0.80"	DBPLINKEDMDB
log	trigrams,levenstein	0	0.0	0.0	0.0	101.0	0.9792648444863337	0.9839015151515151	0.9815777042985356	3.0	"trigrams(x.title,y.title)|0.80"	DBPLINKEDMDB
